iter	RMSE
489	0.7074857651
490	0.7056124419
491	0.7045576842
492	0.7033919057
493	0.7032451815
494	0.7029719931
495	0.7007554967
496	0.6989894577
497	0.6978529014
498	0.6965964452
499	0.6953892097
500	0.693884139
501	0.6924362404
502	0.689872126
503	0.6873413638
504	0.686581281
505	0.6860637254
506	0.6855588757
507	0.6845074225
508	0.6835731941
509	0.6817883554
510	0.6800986293
511	0.6776611222
512	0.6774692579
513	0.6753570945
514	0.6752613758
515	0.6742563815
516	0.6714434197
517	0.6705432069
518	0.6685339713
519	0.6665094912
520	0.6663761057
521	0.6654997471
522	0.6646780866
523	0.6639817975
524	0.6619215161
525	0.660051283
526	0.6581961972
527	0.657739132
528	0.6548194946
529	0.6525333309
530	0.6518509911
531	0.6500590678
532	0.6483374139
533	0.6471710368
534	0.6462835164
535	0.6440195174
536	0.641971537
537	0.6418622047
538	0.6407664039
539	0.6391116231
540	0.6379883569
541	0.6370551695
542	0.6353706423
543	0.6338803196
544	0.6316088794
545	0.6304771458
546	0.6290002549
547	0.6289007383
548	0.6281123659
549	0.6275865996
550	0.6270999021
551	0.626378848
552	0.6252238903
553	0.6245158166
554	0.6237519788
555	0.6226579123
556	0.6196468736
557	0.6183959094
558	0.6174400397
559	0.6162829041
560	0.6141800928
561	0.6140576569
562	0.6137441299
563	0.6131330595
564	0.6118917353
565	0.6102613792
566	0.6092258513
567	0.6071542536
568	0.605360818
569	0.6047831043
570	0.6025569113
571	0.6016505139
572	0.5996140251
573	0.5972899106
574	0.5966574004
575	0.5961758459
576	0.5960484295
577	0.5954136356
578	0.5941638784
579	0.592715684
580	0.5915004247
581	0.589376295
582	0.5879816573
583	0.5868238564
584	0.5857454593
585	0.5836322671
586	0.5835311335
587	0.5820174053
588	0.5807412613
589	0.5805223314
590	0.5799176909
591	0.578669204
592	0.5764810625
593	0.5746399476
594	0.5737228352
595	0.5717664925
596	0.5713124377
597	0.5698178781
598	0.5691258356
599	0.5685442675
600	0.5677015282
601	0.5664337259
602	0.56563021
603	0.5653560209
604	0.5642771398
605	0.5635435685
606	0.5623285318
607	0.5617715379
608	0.5610523309
609	0.5605485038
610	0.5604460689
611	0.5597032982
612	0.5586326813
613	0.5578518493
614	0.5574992561
615	0.5574010404
616	0.5568932549
617	0.5548875513
618	0.5530934286
619	0.5522560012
620	0.5517458778
621	0.5501947895
622	0.5493197209
623	0.548160377
624	0.5479794616
625	0.5460593463
626	0.5458557213
627	0.5439995656
628	0.5437648815
629	0.5416698426
630	0.5404549696
631	0.5389875601
632	0.5385261341
633	0.5375688028
634	0.5370942909
635	0.536305586
636	0.5355322712
637	0.5354271828
638	0.5348299555
639	0.5337595869
640	0.5323991982
641	0.5315951764
642	0.5314981872
643	0.5303192506
644	0.5287837154
645	0.528025091
646	0.5268609874
647	0.5258780179
648	0.5248341836
649	0.5238764523
650	0.5231800764
651	0.5230963435
652	0.5213569949
653	0.5202637809
654	0.5200284338
655	0.5184478219
656	0.5183824103
657	0.5176318465
658	0.5158129096
659	0.5154268306
660	0.5151430357
661	0.5149254715
662	0.5136689518
663	0.5130680143
664	0.5121827733
665	0.5112178129
666	0.5105947804
667	0.5094352089
668	0.5079052901
669	0.5069250418
670	0.5063344265
671	0.5053564117
672	0.5046342118
673	0.5039565623
674	0.5035129463
675	0.5033266697
676	0.5013067658
677	0.499719461
678	0.4991196884
679	0.4981340668
680	0.4971488065
681	0.4967683388
682	0.4957625447
683	0.495691393
684	0.4955155962
685	0.4954304127
686	0.4945436219
687	0.4929104912
688	0.4926408405
689	0.4924282319
690	0.4909239906
691	0.4896673372
692	0.4881924948
693	0.4864577083
694	0.4857718612
695	0.4853658922
696	0.4848580352
697	0.4833992445
698	0.4823829864
699	0.4803130662
700	0.4799663203
701	0.4784829294
702	0.4778491587
703	0.4765660135
704	0.4753619767
705	0.4738882118
706	0.4736029497
707	0.4727830802
708	0.4713592693
709	0.4703705412
710	0.4691271576
711	0.4681946844
712	0.4666230755
713	0.4662347816
714	0.4650936928
715	0.4641548496
716	0.4629152797
717	0.4625617175
718	0.4605716859
719	0.4598431937
720	0.4594884244
721	0.4580363194
722	0.457312451
723	0.4566336623
724	0.4558661073
725	0.4557781029
726	0.4551108232
727	0.4537998803
728	0.4537590192
729	0.4529993303
730	0.4522577619
731	0.4512586997
732	0.4506019108
733	0.4505114017
734	0.4496243769
735	0.4492136385
736	0.4486017036
737	0.4469906215
738	0.4463492377
739	0.4456363217
740	0.4455354614
741	0.4442402101
742	0.4434572091
743	0.4429869588
744	0.4424324909
745	0.4415592054
746	0.4409376619
747	0.4403669603
748	0.4398590631
749	0.4392642469
750	0.4378192763
751	0.4374501501
752	0.4368107091
753	0.4359799431
754	0.4359335043
755	0.4350148174
756	0.4339543297
757	0.4332093724
758	0.4327610515
759	0.4324141743
760	0.4304362111
761	0.4299979762
762	0.4296282775
763	0.4292998251
764	0.4288501941
765	0.4282383511
766	0.4277308415
767	0.4273166441
768	0.4272238339
769	0.4264011537
770	0.4258035717
771	0.4253705088
772	0.4252543193
773	0.424695444
774	0.4240254821
775	0.4238374356
776	0.4233692199
777	0.4225228968
778	0.421415222
779	0.4207820516
780	0.4194558155
781	0.4183391898
782	0.4182393031
783	0.4169655198
784	0.4155032046
785	0.4153409626
786	0.4137392611
787	0.4136825909
788	0.413215373
789	0.4121110002
790	0.4113387173
791	0.4106593266
792	0.410306912
793	0.409710751
794	0.4080211476
795	0.4069972619
796	0.4065021546
797	0.4062319988
798	0.4052874623
799	0.4049212511
800	0.4035663399
801	0.4025369032
802	0.401645401
803	0.400771164
804	0.4001305784
805	0.3995535919
806	0.3988673052
807	0.3977101354
808	0.3975305567
809	0.3967181184
810	0.3955865985
811	0.3953561712
812	0.3948308735
813	0.3942947106
814	0.393970154
815	0.3929176897
816	0.392253254
817	0.391554023
818	0.3907068458
819	0.3901637994
820	0.389475242
821	0.388885671
822	0.3876601784
823	0.3869854543
824	0.3862738545
825	0.3855056889
826	0.3841978956
827	0.3835116864
828	0.3834715431
829	0.3824476313
830	0.3817172668
831	0.3803360555
832	0.3795268209
833	0.3791026541
834	0.3789239952
835	0.3785052123
836	0.3777502312
837	0.3773341553
838	0.3769906223
839	0.3766706921
840	0.375874085
841	0.3754525343
842	0.3745924205
843	0.3744081518
844	0.3734775864
845	0.373405962
846	0.3725697109
847	0.3718984532
848	0.3715465921
849	0.3702832073
850	0.3697782594
851	0.3686667427
852	0.3684142115
853	0.3681044369
854	0.3679237935
855	0.3668629212
856	0.3667203744
857	0.3661440924
858	0.3652811588
859	0.3644934605
860	0.3640061691
861	0.3636594916
862	0.3633774867
863	0.3632724601
864	0.3626677709
865	0.3612810726
866	0.3610557041
867	0.3608450312
868	0.3603994735
869	0.3594626445
870	0.3590598338
871	0.3577908319
872	0.3569606824
873	0.3565384338
874	0.3559241928
875	0.3550110596
876	0.3541111908
877	0.3536645421
878	0.3531408854
879	0.3523799596
880	0.3514959759
881	0.3511860619
882	0.3503257563
883	0.3496770655
884	0.3487530357
885	0.3481824717
886	0.3478597295
887	0.3471759628
888	0.3460282427
889	0.3456449364
890	0.3450163385
891	0.3442235918
892	0.3439817395
893	0.3435678524
894	0.3430672393
895	0.3419796793
896	0.3414243611
897	0.3405281731
898	0.3404126093
899	0.3396459216
900	0.3391112538
901	0.3386763487
902	0.3379694837
903	0.3375760415
904	0.3373329648
905	0.3368806101
906	0.3368509764
907	0.3367884299
908	0.3361334295
909	0.3361088091
910	0.3350871061
911	0.334681407
912	0.333967867
913	0.3336248868
914	0.3328596836
915	0.3319411221
916	0.3317166379
917	0.3310191189
918	0.3305153425
919	0.3300445761
920	0.3288257891
921	0.3281291342
922	0.3269186785
923	0.3264055172
924	0.3263479959
925	0.3259390383
926	0.3248816888
927	0.3246918739
928	0.324520478
929	0.3243072046
930	0.3237564099
931	0.3235136561
932	0.3233624774
933	0.3229212159
934	0.3224437248
935	0.3215092641
936	0.3199010102
937	0.3194320915
938	0.3188708913
939	0.3187707363
940	0.3180316687
941	0.317632571
942	0.317437982
943	0.3171413349
944	0.3168134765
945	0.3163135999
946	0.3159541531
947	0.3156227974
948	0.315521141
949	0.3153031826
950	0.3149816751
951	0.3140567765
952	0.3135791987
953	0.3135148075
954	0.3131592143
955	0.3127414259
956	0.3123483491
957	0.3119355788
958	0.311535791
959	0.3112919346
960	0.3104483693
961	0.3098415511
962	0.3086335282
963	0.3077105353
964	0.3066670122
965	0.3062299467
966	0.3058088921
967	0.304890599
968	0.3048267639
969	0.3046478314
970	0.3037846777
971	0.3034889534
972	0.3029271351
973	0.3026354648
974	0.3022069248
975	0.301966439
976	0.3015853587
977	0.3011564832
978	0.30016237
979	0.2994236769
980	0.2991481777
981	0.2986825465
982	0.298283391
983	0.2979155468
984	0.2976975783
985	0.2970294875
986	0.2963943635
987	0.2959311301
988	0.2949813819
989	0.2941538372
990	0.293462092
991	0.2933444967
992	0.2930116207
993	0.2927540494
994	0.2926479702
995	0.2923312438
996	0.2920200572
997	0.2912729126
998	0.2908324963
999	0.2907628476
